x-axis,1,2,3
+6.1000E-03,+1.5062500E+00,+843.7500E-03,+1.1312499E+00
+6.1100E-03,+1.6937500E+00,+1.0000000E+00,+1.3187499E+00
+6.1200E-03,+1.8500000E+00,+1.1562500E+00,+1.5687499E+00
+6.1300E-03,+2.0062500E+00,+1.4062500E+00,+1.7874999E+00
+6.1400E-03,+2.1625000E+00,+1.6250000E+00,+1.9749999E+00
+6.1500E-03,+2.2875000E+00,+1.8750000E+00,+2.2562499E+00
+6.1600E-03,+2.4125000E+00,+2.0312500E+00,+2.4124999E+00
+6.1700E-03,+2.4750000E+00,+2.2187500E+00,+2.5374999E+00
+6.1800E-03,+2.5375000E+00,+2.4062500E+00,+2.7249999E+00
+6.1900E-03,+2.5687500E+00,+2.5312500E+00,+2.7874999E+00
+6.2000E-03,+2.5375000E+00,+2.6562500E+00,+2.8499999E+00
+6.2100E-03,+2.4750000E+00,+2.7500000E+00,+2.8499999E+00
+6.2200E-03,+2.3812500E+00,+2.7500000E+00,+2.8187499E+00
+6.2300E-03,+2.2875000E+00,+2.7812500E+00,+2.7249999E+00
+6.2400E-03,+2.1312500E+00,+2.7500000E+00,+2.6312499E+00
+6.2500E-03,+1.9750000E+00,+2.6250000E+00,+2.4749999E+00
+6.2600E-03,+1.7875000E+00,+2.5000000E+00,+2.2874999E+00
+6.2700E-03,+1.6312500E+00,+2.3750000E+00,+2.0687499E+00
+6.2800E-03,+1.4437500E+00,+2.1562500E+00,+1.8499999E+00
+6.2900E-03,+1.2562500E+00,+1.9687500E+00,+1.6312499E+00
+6.3000E-03,+1.0687500E+00,+1.7500000E+00,+1.4124999E+00
+6.3100E-03,+1.0062500E+00,+1.5312500E+00,+1.1624999E+00
+6.3200E-03,+850.0000E-03,+1.3125000E+00,+943.7499E-03
+6.3300E-03,+756.2500E-03,+1.0937500E+00,+756.2499E-03
+6.3400E-03,+725.0000E-03,+937.5000E-03,+599.9999E-03
+6.3500E-03,+725.0000E-03,+750.0000E-03,+506.2499E-03
+6.3600E-03,+693.7500E-03,+593.7500E-03,+474.9999E-03
+6.3700E-03,+756.2500E-03,+531.2500E-03,+412.4999E-03
+6.3800E-03,+881.2500E-03,+468.7500E-03,+474.9999E-03
+6.3900E-03,+1.0062500E+00,+468.7500E-03,+506.2499E-03
+6.4000E-03,+1.1000000E+00,+500.0000E-03,+662.4999E-03
+6.4100E-03,+1.2875000E+00,+593.7500E-03,+787.4999E-03
+6.4200E-03,+1.4750000E+00,+750.0000E-03,+1.0062499E+00
+6.4300E-03,+1.6312500E+00,+906.2500E-03,+1.2249999E+00
+6.4400E-03,+1.8500000E+00,+1.0937500E+00,+1.4437499E+00
+6.4500E-03,+2.0375000E+00,+1.3437500E+00,+1.7249999E+00
+6.4600E-03,+2.1937500E+00,+1.5625000E+00,+1.9749999E+00
+6.4700E-03,+2.3187500E+00,+1.7812500E+00,+2.2249999E+00
+6.4800E-03,+2.4125000E+00,+2.0625000E+00,+2.4437499E+00
+6.4900E-03,+2.5062500E+00,+2.2812500E+00,+2.5999999E+00
+6.5000E-03,+2.5062500E+00,+2.4375000E+00,+2.7562499E+00
+6.5100E-03,+2.5375000E+00,+2.5937500E+00,+2.8499999E+00
+6.5200E-03,+2.4437500E+00,+2.7187500E+00,+2.9124999E+00
+6.5300E-03,+2.3500000E+00,+2.7812500E+00,+2.9124999E+00
+6.5400E-03,+2.2562500E+00,+2.8125000E+00,+2.8187499E+00
+6.5500E-03,+2.1312500E+00,+2.7812500E+00,+2.6624999E+00
+6.5600E-03,+2.0062500E+00,+2.6875000E+00,+2.5374999E+00
+6.5700E-03,+1.7250000E+00,+2.5625000E+00,+2.3187499E+00
+6.5800E-03,+1.6000000E+00,+2.4062500E+00,+2.1312499E+00
+6.5900E-03,+1.3812500E+00,+2.2187500E+00,+1.8812499E+00
+6.6000E-03,+1.1937500E+00,+2.0000000E+00,+1.5999999E+00
+6.6100E-03,+1.0375000E+00,+1.7500000E+00,+1.2874999E+00
+6.6200E-03,+912.5000E-03,+1.5000000E+00,+1.0687499E+00
+6.6300E-03,+787.5000E-03,+1.2500000E+00,+849.9999E-03
+6.6400E-03,+693.7500E-03,+1.0312500E+00,+662.4999E-03
+6.6500E-03,+693.7500E-03,+812.5000E-03,+506.2499E-03
+6.6600E-03,+693.7500E-03,+687.5000E-03,+443.7499E-03
+6.6700E-03,+725.0000E-03,+531.2500E-03,+349.9999E-03
+6.6800E-03,+881.2500E-03,+468.7500E-03,+412.4999E-03
+6.6900E-03,+1.0062500E+00,+437.5000E-03,+506.2499E-03
+6.7000E-03,+1.1937500E+00,+500.0000E-03,+662.4999E-03
+6.7100E-03,+1.3812500E+00,+562.5000E-03,+787.4999E-03
+6.7200E-03,+1.6000000E+00,+718.7500E-03,+1.0374999E+00
+6.7300E-03,+1.7562500E+00,+906.2500E-03,+1.2562499E+00
+6.7400E-03,+2.0062500E+00,+1.1562500E+00,+1.5374999E+00
+6.7500E-03,+2.1625000E+00,+1.3750000E+00,+1.8499999E+00
+6.7600E-03,+2.2875000E+00,+1.6562500E+00,+2.0999999E+00
+6.7700E-03,+2.4437500E+00,+1.9062500E+00,+2.3812499E+00
+6.7800E-03,+2.5062500E+00,+2.1562500E+00,+2.5999999E+00
+6.7900E-03,+2.5375000E+00,+2.3750000E+00,+2.7249999E+00
+6.8000E-03,+2.5375000E+00,+2.5937500E+00,+2.8812499E+00
+6.8100E-03,+2.4437500E+00,+2.7187500E+00,+2.9124999E+00
+6.8200E-03,+2.3812500E+00,+2.8125000E+00,+2.9437499E+00
+6.8300E-03,+2.2250000E+00,+2.8125000E+00,+2.8499999E+00
+6.8400E-03,+2.0375000E+00,+2.8125000E+00,+2.7249999E+00
+6.8500E-03,+1.8500000E+00,+2.6875000E+00,+2.5374999E+00
+6.8600E-03,+1.6625000E+00,+2.5937500E+00,+2.2874999E+00
+6.8700E-03,+1.4437500E+00,+2.4062500E+00,+2.0062499E+00
+6.8800E-03,+1.1937500E+00,+2.1562500E+00,+1.7562499E+00
+6.8900E-03,+1.0687500E+00,+1.9062500E+00,+1.4437499E+00
+6.9000E-03,+912.5000E-03,+1.6250000E+00,+1.1624999E+00
+6.9100E-03,+787.5000E-03,+1.3750000E+00,+912.4999E-03
+6.9200E-03,+725.0000E-03,+1.1250000E+00,+662.4999E-03
+6.9300E-03,+725.0000E-03,+875.0000E-03,+506.2499E-03
+6.9400E-03,+725.0000E-03,+687.5000E-03,+349.9999E-03
+6.9500E-03,+756.2500E-03,+531.2500E-03,+318.7499E-03
+6.9600E-03,+912.5000E-03,+437.5000E-03,+412.4999E-03
+6.9700E-03,+1.1000000E+00,+437.5000E-03,+474.9999E-03
+6.9800E-03,+1.2875000E+00,+500.0000E-03,+599.9999E-03
+6.9900E-03,+1.5062500E+00,+562.5000E-03,+818.7499E-03
+7.0000E-03,+1.7250000E+00,+718.7500E-03,+1.0999999E+00
+7.0100E-03,+1.8812500E+00,+968.7500E-03,+1.3812499E+00
+7.0200E-03,+2.1000000E+00,+1.1875000E+00,+1.6937499E+00
+7.0300E-03,+2.2875000E+00,+1.5000000E+00,+1.9749999E+00
+7.0400E-03,+2.4437500E+00,+1.7500000E+00,+2.2562499E+00
+7.0500E-03,+2.4750000E+00,+2.0625000E+00,+2.5062499E+00
+7.0600E-03,+2.5375000E+00,+2.3125000E+00,+2.7562499E+00
+7.0700E-03,+2.5062500E+00,+2.5625000E+00,+2.8812499E+00
+7.0800E-03,+2.4437500E+00,+2.6562500E+00,+2.9749999E+00
+7.0900E-03,+2.3187500E+00,+2.7812500E+00,+3.0062499E+00
+7.1000E-03,+2.1312500E+00,+2.8437500E+00,+2.9124999E+00
+7.1100E-03,+1.9750000E+00,+2.8437500E+00,+2.7562499E+00
+7.1200E-03,+1.7875000E+00,+2.7500000E+00,+2.5374999E+00
+7.1300E-03,+1.5375000E+00,+2.5937500E+00,+2.2562499E+00
+7.1400E-03,+1.3812500E+00,+2.3437500E+00,+1.9749999E+00
+7.1500E-03,+1.1312500E+00,+2.0937500E+00,+1.6312499E+00
+7.1600E-03,+912.5000E-03,+1.8437500E+00,+1.3499999E+00
+7.1700E-03,+787.5000E-03,+1.5312500E+00,+1.0374999E+00
+7.1800E-03,+725.0000E-03,+1.2500000E+00,+787.4999E-03
+7.1900E-03,+693.7500E-03,+968.7500E-03,+568.7499E-03
+7.2000E-03,+693.7500E-03,+750.0000E-03,+412.4999E-03
+7.2100E-03,+850.0000E-03,+562.5000E-03,+318.7499E-03
+7.2200E-03,+943.7500E-03,+500.0000E-03,+349.9999E-03
+7.2300E-03,+1.1000000E+00,+406.2500E-03,+443.7499E-03
+7.2400E-03,+1.3500000E+00,+437.5000E-03,+568.7499E-03
+7.2500E-03,+1.5062500E+00,+531.2500E-03,+756.2499E-03
+7.2600E-03,+1.7562500E+00,+718.7500E-03,+1.0687499E+00
+7.2700E-03,+1.9750000E+00,+937.5000E-03,+1.4124999E+00
+7.2800E-03,+2.2250000E+00,+1.1875000E+00,+1.7249999E+00
+7.2900E-03,+2.3812500E+00,+1.5000000E+00,+2.0374999E+00
+7.3000E-03,+2.5062500E+00,+1.8125000E+00,+2.3499999E+00
+7.3100E-03,+2.5062500E+00,+2.0937500E+00,+2.5999999E+00
+7.3200E-03,+2.5062500E+00,+2.3437500E+00,+2.8499999E+00
+7.3300E-03,+2.4750000E+00,+2.5937500E+00,+2.9437499E+00
+7.3400E-03,+2.3500000E+00,+2.7500000E+00,+2.9749999E+00
+7.3500E-03,+2.1625000E+00,+2.8437500E+00,+2.9749999E+00
+7.3600E-03,+1.9750000E+00,+2.8437500E+00,+2.8187499E+00
+7.3700E-03,+1.7562500E+00,+2.8125000E+00,+2.6312499E+00
+7.3800E-03,+1.5062500E+00,+2.6250000E+00,+2.3499999E+00
+7.3900E-03,+1.2562500E+00,+2.4375000E+00,+2.0687499E+00
+7.4000E-03,+1.1312500E+00,+2.2187500E+00,+1.7562499E+00
+7.4100E-03,+912.5000E-03,+1.9062500E+00,+1.3812499E+00
+7.4200E-03,+756.2500E-03,+1.5625000E+00,+1.0374999E+00
+7.4300E-03,+756.2500E-03,+1.2812500E+00,+756.2499E-03
+7.4400E-03,+662.5000E-03,+968.7500E-03,+506.2499E-03
+7.4500E-03,+756.2500E-03,+718.7500E-03,+412.4999E-03
+7.4600E-03,+881.2500E-03,+562.5000E-03,+287.4999E-03
+7.4700E-03,+1.0375000E+00,+437.5000E-03,+318.7499E-03
+7.4800E-03,+1.2250000E+00,+406.2500E-03,+443.7499E-03
+7.4900E-03,+1.4437500E+00,+468.7500E-03,+599.9999E-03
+7.5000E-03,+1.7250000E+00,+562.5000E-03,+912.4999E-03
+7.5100E-03,+1.9437500E+00,+750.0000E-03,+1.2249999E+00
+7.5200E-03,+2.1312500E+00,+1.0312500E+00,+1.5374999E+00
+7.5300E-03,+2.3500000E+00,+1.3437500E+00,+1.8812499E+00
+7.5400E-03,+2.4437500E+00,+1.6875000E+00,+2.2562499E+00
+7.5500E-03,+2.5062500E+00,+2.0000000E+00,+2.5374999E+00
+7.5600E-03,+2.5062500E+00,+2.2812500E+00,+2.7874999E+00
+7.5700E-03,+2.4750000E+00,+2.5312500E+00,+2.9437499E+00
+7.5800E-03,+2.3500000E+00,+2.7187500E+00,+3.0374999E+00
+7.5900E-03,+2.1937500E+00,+2.8437500E+00,+2.9749999E+00
+7.6000E-03,+1.9437500E+00,+2.8750000E+00,+2.8812499E+00
+7.6100E-03,+1.7250000E+00,+2.8125000E+00,+2.6312499E+00
+7.6200E-03,+1.4437500E+00,+2.6562500E+00,+2.3812499E+00
+7.6300E-03,+1.1625000E+00,+2.4375000E+00,+2.0687499E+00
+7.6400E-03,+975.0000E-03,+2.1562500E+00,+1.6937499E+00
+7.6500E-03,+818.7500E-03,+1.8750000E+00,+1.2874999E+00
+7.6600E-03,+756.2500E-03,+1.5312500E+00,+943.7499E-03
+7.6700E-03,+631.2500E-03,+1.2500000E+00,+693.7499E-03
+7.6800E-03,+725.0000E-03,+906.2500E-03,+443.7499E-03
+7.6900E-03,+850.0000E-03,+687.5000E-03,+349.9999E-03
+7.7000E-03,+975.0000E-03,+500.0000E-03,+318.7499E-03
+7.7100E-03,+1.1937500E+00,+406.2500E-03,+381.2499E-03
+7.7200E-03,+1.4750000E+00,+406.2500E-03,+506.2499E-03
+7.7300E-03,+1.6625000E+00,+500.0000E-03,+756.2499E-03
+7.7400E-03,+1.9125000E+00,+687.5000E-03,+1.0999999E+00
+7.7500E-03,+2.1937500E+00,+937.5000E-03,+1.4124999E+00
+7.7600E-03,+2.3500000E+00,+1.2187500E+00,+1.7874999E+00
+7.7700E-03,+2.4437500E+00,+1.5937500E+00,+2.1624999E+00
+7.7800E-03,+2.5375000E+00,+1.9062500E+00,+2.5062499E+00
+7.7900E-03,+2.5062500E+00,+2.2187500E+00,+2.7874999E+00
+7.8000E-03,+2.4437500E+00,+2.5000000E+00,+2.9437499E+00
+7.8100E-03,+2.2875000E+00,+2.7187500E+00,+3.0374999E+00
+7.8200E-03,+2.0687500E+00,+2.8125000E+00,+2.9437499E+00
+7.8300E-03,+1.8500000E+00,+2.8750000E+00,+2.8187499E+00
+7.8400E-03,+1.5687500E+00,+2.7812500E+00,+2.5999999E+00
+7.8500E-03,+1.3500000E+00,+2.6250000E+00,+2.3499999E+00
+7.8600E-03,+1.1000000E+00,+2.4062500E+00,+1.9437499E+00
+7.8700E-03,+881.2500E-03,+2.0937500E+00,+1.5687499E+00
+7.8800E-03,+756.2500E-03,+1.7812500E+00,+1.1937499E+00
+7.8900E-03,+725.0000E-03,+1.4375000E+00,+849.9999E-03
+7.9000E-03,+725.0000E-03,+1.0625000E+00,+599.9999E-03
+7.9100E-03,+787.5000E-03,+843.7500E-03,+412.4999E-03
+7.9200E-03,+975.0000E-03,+593.7500E-03,+318.7499E-03
+7.9300E-03,+1.1625000E+00,+468.7500E-03,+318.7499E-03
+7.9400E-03,+1.3812500E+00,+406.2500E-03,+412.4999E-03
+7.9500E-03,+1.6625000E+00,+468.7500E-03,+693.7499E-03
+7.9600E-03,+1.9437500E+00,+656.2500E-03,+1.0062499E+00
+7.9700E-03,+2.1312500E+00,+875.0000E-03,+1.3499999E+00
+7.9800E-03,+2.3812500E+00,+1.1562500E+00,+1.7562499E+00
+7.9900E-03,+2.4750000E+00,+1.5000000E+00,+2.0999999E+00
+8.0000E-03,+2.5375000E+00,+1.8437500E+00,+2.4749999E+00
+8.0100E-03,+2.4750000E+00,+2.1875000E+00,+2.7249999E+00
+8.0200E-03,+2.4125000E+00,+2.4375000E+00,+2.9437499E+00
+8.0300E-03,+2.2562500E+00,+2.6250000E+00,+3.0062499E+00
+8.0400E-03,+2.0062500E+00,+2.8125000E+00,+2.9749999E+00
+8.0500E-03,+1.7562500E+00,+2.8125000E+00,+2.7874999E+00
+8.0600E-03,+1.5062500E+00,+2.7187500E+00,+2.5687499E+00
+8.0700E-03,+1.1937500E+00,+2.5625000E+00,+2.2562499E+00
+8.0800E-03,+975.0000E-03,+2.3125000E+00,+1.8499999E+00
+8.0900E-03,+818.7500E-03,+2.0625000E+00,+1.4437499E+00
+8.1000E-03,+725.0000E-03,+1.6875000E+00,+1.0999999E+00
+8.1100E-03,+693.7500E-03,+1.3437500E+00,+787.4999E-03
+8.1200E-03,+756.2500E-03,+1.0000000E+00,+537.4999E-03
+8.1300E-03,+881.2500E-03,+750.0000E-03,+381.2499E-03
+8.1400E-03,+1.1312500E+00,+562.5000E-03,+318.7499E-03
+8.1500E-03,+1.3500000E+00,+468.7500E-03,+412.4999E-03
+8.1600E-03,+1.6312500E+00,+468.7500E-03,+568.7499E-03
+8.1700E-03,+1.9437500E+00,+593.7500E-03,+881.2499E-03
+8.1800E-03,+2.1625000E+00,+812.5000E-03,+1.1937499E+00
+8.1900E-03,+2.3500000E+00,+1.0312500E+00,+1.6312499E+00
+8.2000E-03,+2.5062500E+00,+1.4062500E+00,+2.0062499E+00
+8.2100E-03,+2.5375000E+00,+1.7500000E+00,+2.3499999E+00
+8.2200E-03,+2.4750000E+00,+2.0937500E+00,+2.6624999E+00
+8.2300E-03,+2.3812500E+00,+2.3750000E+00,+2.8812499E+00
+8.2400E-03,+2.1937500E+00,+2.5937500E+00,+2.9749999E+00
+8.2500E-03,+1.9750000E+00,+2.7812500E+00,+2.9124999E+00
+8.2600E-03,+1.6937500E+00,+2.7812500E+00,+2.8187499E+00
+8.2700E-03,+1.4125000E+00,+2.7187500E+00,+2.5374999E+00
+8.2800E-03,+1.1312500E+00,+2.5937500E+00,+2.2249999E+00
+8.2900E-03,+943.7500E-03,+2.3125000E+00,+1.8187499E+00
+8.3000E-03,+756.2500E-03,+2.0312500E+00,+1.4124999E+00
+8.3100E-03,+693.7500E-03,+1.6250000E+00,+1.0062499E+00
+8.3200E-03,+725.0000E-03,+1.2812500E+00,+724.9999E-03
+8.3300E-03,+818.7500E-03,+1.0000000E+00,+474.9999E-03
+8.3400E-03,+975.0000E-03,+750.0000E-03,+349.9999E-03
+8.3500E-03,+1.2562500E+00,+531.2500E-03,+318.7499E-03
+8.3600E-03,+1.5062500E+00,+500.0000E-03,+474.9999E-03
+8.3700E-03,+1.8500000E+00,+531.2500E-03,+693.7499E-03
+8.3800E-03,+2.0687500E+00,+687.5000E-03,+1.0374999E+00
+8.3900E-03,+2.2875000E+00,+937.5000E-03,+1.4437499E+00
+8.4000E-03,+2.4437500E+00,+1.2500000E+00,+1.8187499E+00
+8.4100E-03,+2.5687500E+00,+1.5625000E+00,+2.2249999E+00
+8.4200E-03,+2.5062500E+00,+1.9375000E+00,+2.5374999E+00
+8.4300E-03,+2.3812500E+00,+2.2500000E+00,+2.7874999E+00
+8.4400E-03,+2.1625000E+00,+2.5000000E+00,+2.9124999E+00
+8.4500E-03,+1.9750000E+00,+2.6875000E+00,+2.9437499E+00
+8.4600E-03,+1.6625000E+00,+2.7500000E+00,+2.8499999E+00
+8.4700E-03,+1.3812500E+00,+2.7187500E+00,+2.5687499E+00
+8.4800E-03,+1.1312500E+00,+2.5937500E+00,+2.2249999E+00
+8.4900E-03,+912.5000E-03,+2.3125000E+00,+1.8812499E+00
+8.5000E-03,+725.0000E-03,+2.0312500E+00,+1.4437499E+00
+8.5100E-03,+693.7500E-03,+1.6875000E+00,+1.0687499E+00
+8.5200E-03,+725.0000E-03,+1.3125000E+00,+756.2499E-03
+8.5300E-03,+881.2500E-03,+1.0000000E+00,+537.4999E-03
+8.5400E-03,+1.0687500E+00,+718.7500E-03,+381.2499E-03
+8.5500E-03,+1.3187500E+00,+593.7500E-03,+412.4999E-03
+8.5600E-03,+1.6312500E+00,+500.0000E-03,+537.4999E-03
+8.5700E-03,+1.9125000E+00,+593.7500E-03,+787.4999E-03
+8.5800E-03,+2.2250000E+00,+781.2500E-03,+1.1312499E+00
+8.5900E-03,+2.3812500E+00,+1.0000000E+00,+1.5062499E+00
+8.6000E-03,+2.5062500E+00,+1.3125000E+00,+1.9124999E+00
+8.6100E-03,+2.5375000E+00,+1.6562500E+00,+2.2874999E+00
+8.6200E-03,+2.4125000E+00,+2.0312500E+00,+2.5999999E+00
+8.6300E-03,+2.3187500E+00,+2.3437500E+00,+2.8187499E+00
+8.6400E-03,+2.0687500E+00,+2.5625000E+00,+2.9124999E+00
+8.6500E-03,+1.7562500E+00,+2.6875000E+00,+2.8187499E+00
+8.6600E-03,+1.4437500E+00,+2.6875000E+00,+2.6624999E+00
+8.6700E-03,+1.1312500E+00,+2.5937500E+00,+2.4124999E+00
+8.6800E-03,+943.7500E-03,+2.4375000E+00,+2.0374999E+00
+8.6900E-03,+756.2500E-03,+2.1875000E+00,+1.6312499E+00
+8.7000E-03,+693.7500E-03,+1.7812500E+00,+1.2249999E+00
+8.7100E-03,+756.2500E-03,+1.4375000E+00,+881.2499E-03
+8.7200E-03,+850.0000E-03,+1.1250000E+00,+599.9999E-03
+8.7300E-03,+1.0687500E+00,+843.7500E-03,+412.4999E-03
+8.7400E-03,+1.3500000E+00,+656.2500E-03,+443.7499E-03
+8.7500E-03,+1.6312500E+00,+593.7500E-03,+537.4999E-03
+8.7600E-03,+1.9125000E+00,+625.0000E-03,+787.4999E-03
+8.7700E-03,+2.1937500E+00,+750.0000E-03,+1.0999999E+00
+8.7800E-03,+2.3812500E+00,+968.7500E-03,+1.4749999E+00
+8.7900E-03,+2.5062500E+00,+1.3125000E+00,+1.8812499E+00
+8.8000E-03,+2.4750000E+00,+1.6250000E+00,+2.2562499E+00
+8.8100E-03,+2.4125000E+00,+2.0000000E+00,+2.5999999E+00
+8.8200E-03,+2.2250000E+00,+2.2812500E+00,+2.7874999E+00
+8.8300E-03,+1.9750000E+00,+2.5312500E+00,+2.8812499E+00
+8.8400E-03,+1.6937500E+00,+2.6250000E+00,+2.8187499E+00
+8.8500E-03,+1.3812500E+00,+2.6562500E+00,+2.5999999E+00
+8.8600E-03,+1.1000000E+00,+2.5625000E+00,+2.2874999E+00
+8.8700E-03,+881.2500E-03,+2.3437500E+00,+1.9437499E+00
+8.8800E-03,+725.0000E-03,+2.0625000E+00,+1.5374999E+00
+8.8900E-03,+725.0000E-03,+1.7187500E+00,+1.1624999E+00
+8.9000E-03,+787.5000E-03,+1.3750000E+00,+756.2499E-03
+8.9100E-03,+1.0062500E+00,+1.0312500E+00,+568.7499E-03
+8.9200E-03,+1.1937500E+00,+812.5000E-03,+443.7499E-03
+8.9300E-03,+1.4750000E+00,+687.5000E-03,+474.9999E-03
+8.9400E-03,+1.8500000E+00,+625.0000E-03,+662.4999E-03
+8.9500E-03,+2.1312500E+00,+687.5000E-03,+912.4999E-03
+8.9600E-03,+2.3812500E+00,+875.0000E-03,+1.3187499E+00
+8.9700E-03,+2.5062500E+00,+1.1250000E+00,+1.6937499E+00
+8.9800E-03,+2.5062500E+00,+1.5000000E+00,+2.0999999E+00
+8.9900E-03,+2.4437500E+00,+1.8437500E+00,+2.4437499E+00
+9.0000E-03,+2.2250000E+00,+2.1875000E+00,+2.6624999E+00
+9.0100E-03,+2.0375000E+00,+2.4375000E+00,+2.8499999E+00
+9.0200E-03,+1.7250000E+00,+2.5937500E+00,+2.7874999E+00
+9.0300E-03,+1.4125000E+00,+2.5937500E+00,+2.6312499E+00
+9.0400E-03,+1.1000000E+00,+2.5937500E+00,+2.3187499E+00
+9.0500E-03,+881.2500E-03,+2.3750000E+00,+2.0062499E+00
+9.0600E-03,+662.5000E-03,+2.1250000E+00,+1.6312499E+00
+9.0700E-03,+725.0000E-03,+1.7812500E+00,+1.2249999E+00
+9.0800E-03,+787.5000E-03,+1.4687500E+00,+849.9999E-03
+9.0900E-03,+1.0062500E+00,+1.1250000E+00,+631.2499E-03
+9.1000E-03,+1.2250000E+00,+843.7500E-03,+506.2499E-03
+9.1100E-03,+1.5687500E+00,+718.7500E-03,+537.4999E-03
+9.1200E-03,+1.8812500E+00,+625.0000E-03,+693.7499E-03
+9.1300E-03,+2.1625000E+00,+750.0000E-03,+974.9999E-03
+9.1400E-03,+2.3812500E+00,+937.5000E-03,+1.3499999E+00
+9.1500E-03,+2.4750000E+00,+1.1875000E+00,+1.7562499E+00
+9.1600E-03,+2.5375000E+00,+1.5000000E+00,+2.1312499E+00
+9.1700E-03,+2.4125000E+00,+1.8750000E+00,+2.4437499E+00
+9.1800E-03,+2.1625000E+00,+2.1875000E+00,+2.6937499E+00
+9.1900E-03,+1.9437500E+00,+2.4062500E+00,+2.7874999E+00
+9.2000E-03,+1.5687500E+00,+2.5312500E+00,+2.7249999E+00
+9.2100E-03,+1.2875000E+00,+2.5937500E+00,+2.5062499E+00
+9.2200E-03,+1.0062500E+00,+2.5000000E+00,+2.1937499E+00
+9.2300E-03,+787.5000E-03,+2.2812500E+00,+1.8812499E+00
+9.2400E-03,+693.7500E-03,+2.0000000E+00,+1.4749999E+00
+9.2500E-03,+725.0000E-03,+1.6562500E+00,+1.1312499E+00
+9.2600E-03,+943.7500E-03,+1.3125000E+00,+818.7499E-03
+9.2700E-03,+1.1312500E+00,+1.0312500E+00,+599.9999E-03
+9.2800E-03,+1.4125000E+00,+812.5000E-03,+568.7499E-03
+9.2900E-03,+1.7875000E+00,+718.7500E-03,+662.4999E-03
+9.3000E-03,+2.0687500E+00,+718.7500E-03,+849.9999E-03
+9.3100E-03,+2.3500000E+00,+843.7500E-03,+1.1937499E+00
+9.3200E-03,+2.4750000E+00,+1.0625000E+00,+1.5999999E+00
+9.3300E-03,+2.5062500E+00,+1.4062500E+00,+1.9749999E+00
+9.3400E-03,+2.4750000E+00,+1.7500000E+00,+2.3499999E+00
+9.3500E-03,+2.2250000E+00,+2.0312500E+00,+2.5687499E+00
+9.3600E-03,+1.9437500E+00,+2.3125000E+00,+2.7249999E+00
+9.3700E-03,+1.6000000E+00,+2.4687500E+00,+2.6937499E+00
+9.3800E-03,+1.3187500E+00,+2.5312500E+00,+2.5687499E+00
+9.3900E-03,+1.0062500E+00,+2.4687500E+00,+2.2874999E+00
+9.4000E-03,+787.5000E-03,+2.3125000E+00,+1.9437499E+00
+9.4100E-03,+725.0000E-03,+2.0312500E+00,+1.5062499E+00
+9.4200E-03,+725.0000E-03,+1.7187500E+00,+1.1624999E+00
+9.4300E-03,+912.5000E-03,+1.4062500E+00,+849.9999E-03
+9.4400E-03,+1.1312500E+00,+1.0937500E+00,+662.4999E-03
+9.4500E-03,+1.4750000E+00,+875.0000E-03,+599.9999E-03
